ds_type,pipeline_base_name,pipeline_category,chunk_size,full_pipeline_name,full_scale_token,chunk_parts,operator_count,full_actual_time,full_pred_time,chunk_actual_time,chunk_pred_time,chunk_actual_abs_error,chunk_pred_abs_error,full_pred_abs_error,chunk_actual_relative_error,chunk_pred_relative_error,full_pred_relative_error,chunk_actual_accuracy,chunk_pred_accuracy,full_pred_accuracy
audio,audio_pipeline_1781071552263,mapper-heavy,500,audio_pipeline_1781071552263_8G,8G,129,3,5020.214,2093.4436416625977,5615.635,3098.645733356476,595.4210000000003,1921.568266643524,2926.7703583374023,0.11860470489903424,0.3827662061106407,0.5829971308668122,88.13952951009658,61.723379388935925,41.700286913318784
audio,audio_pipeline_1781071552263,mapper-heavy,1000,audio_pipeline_1781071552263_8G,8G,66,3,5020.214,2093.4436416625977,5484.370000000001,2054.372489929199,464.15600000000086,2965.8415100708007,2926.7703583374023,0.09245741317003635,0.590779897046381,0.5829971308668122,90.75425868299637,40.9220102953619,41.700286913318784
image,image_pipeline_1781071560242,mapper-heavy,100,image_pipeline_1781071560242_8G,8G,3682,7,202.44,243.04808592796326,10660.338,7553.298879146576,10457.898,7350.858879146576,40.60808592796326,51.65924718435092,36.31129657748753,0.20059319268901038,-5065.924718435092,-3531.1296577487533,79.94068073109896
image,image_pipeline_1781071560242,mapper-heavy,200,image_pipeline_1781071560242_8G,8G,1841,7,202.44,243.04808592796326,7503.132,5346.934631228447,7300.692,5144.494631228447,40.60808592796326,36.063485477178425,25.412441371411024,0.20059319268901038,-3506.3485477178424,-2441.2441371411023,79.94068073109896
image,image_pipeline_1781071560242,mapper-heavy,500,image_pipeline_1781071560242_8G,8G,742,7,202.44,243.04808592796326,4349.705,3214.5775742530823,4147.265,3012.137574253082,40.60808592796326,20.486391029440824,14.879162093722003,0.20059319268901038,-1948.6391029440824,-1387.9162093722005,79.94068073109896
image,image_pipeline_1781071560242,mapper-heavy,1000,image_pipeline_1781071560242_8G,8G,371,7,202.44,243.04808592796326,2657.973,1992.149976491928,2455.533,1789.709976491928,40.60808592796326,12.129682868998222,8.840693422702667,0.20059319268901038,-1112.9682868998223,-784.0693422702667,79.94068073109896
image,image_pipeline_1781071560252,mixed,100,image_pipeline_1781071560252_8G,8G,4208,8,82.44,91.60030102729797,7320.0509999999995,6270.668969973922,7237.611,6188.228969973922,9.160301027297976,87.7924672489083,75.06342758338091,0.11111476258245968,-8679.246724890829,-7406.342758338092,88.88852374175403
image,image_pipeline_1781071560252,mixed,200,image_pipeline_1781071560252_8G,8G,2104,8,82.44,91.60030102729797,3980.96,3277.221847653389,3898.52,3194.781847653389,9.160301027297976,47.289180009704026,38.752812319910106,0.11111476258245968,-4628.918000970402,-3775.281231991011,88.88852374175403
image,image_pipeline_1781071560252,mixed,500,image_pipeline_1781071560252_8G,8G,848,8,82.44,91.60030102729797,1658.481,1352.2031831741333,1576.041,1269.7631831741332,9.160301027297976,19.117430858806404,15.402270538259744,0.11111476258245968,-1811.7430858806404,-1440.2270538259745,88.88852374175403
image,image_pipeline_1781071560252,mixed,1000,image_pipeline_1781071560252_8G,8G,424,8,82.44,91.60030102729797,995.367,741.2105508595705,912.9269999999999,658.7705508595704,9.160301027297976,11.073835516739447,7.990909156472228,0.11111476258245968,-1007.3835516739446,-699.0909156472228,88.88852374175403
image,image_pipeline_1781071560263,filter-heavy,100,image_pipeline_1781071560263_8G,8G,4208,8,55.565999999999995,57.08144676685333,4903.845,5028.184049844742,4848.279,4972.618049844742,1.5154467668533371,87.25261850772057,89.49030072066988,0.027272914495434928,-8625.261850772056,-8849.030072066987,97.27270855045651
image,image_pipeline_1781071560263,filter-heavy,200,image_pipeline_1781071560263_8G,8G,2104,8,55.565999999999995,57.08144676685333,2440.197,2487.6532443761826,2384.6310000000003,2432.0872443761828,1.5154467668533371,42.915289925494015,43.769341762519936,0.027272914495434928,-4191.528992549402,-4276.934176251993,97.27270855045651
image,image_pipeline_1781071560263,filter-heavy,500,image_pipeline_1781071560263_8G,8G,848,8,55.565999999999995,57.08144676685333,1049.777,1057.5008255243301,994.211,1001.9348255243301,1.5154467668533371,17.892434222366198,18.031436949291475,0.027272914495434928,-1689.2434222366198,-1703.1436949291474,97.27270855045651
image,image_pipeline_1781071560263,filter-heavy,1000,image_pipeline_1781071560263_8G,8G,424,8,55.565999999999995,57.08144676685333,621.725,667.418368935585,566.159,611.852368935585,1.5154467668533371,10.188946478062125,11.011272521606468,0.027272914495434928,-918.8946478062124,-1001.1272521606468,97.27270855045651
text,text_pipeline_1781071569367,mapper-heavy,100,text_pipeline_1781071569367_10000,10000,1600,16,38.453,81.46523237228394,2809.3830000000003,3537.7594788074493,2770.9300000000003,3499.3064788074494,43.01223237228393,72.06017735937378,91.00217093094035,1.1185663634120597,-7106.017735937378,-9000.217093094036,-11.85663634120597
text,text_pipeline_1781071569367,mapper-heavy,200,text_pipeline_1781071569367_10000,10000,800,16,38.453,81.46523237228394,1540.504,1929.59290933609,1502.051,1891.13990933609,43.01223237228393,39.06199776350349,49.18055572610954,1.1185663634120597,-3806.199776350349,-4818.055572610954,-11.85663634120597
text,text_pipeline_1781071569367,mapper-heavy,500,text_pipeline_1781071569367_10000,10000,320,16,38.453,81.46523237228394,632.426,832.8308510780334,593.9730000000001,794.3778510780335,43.01223237228393,15.446727173432503,20.658410295114383,1.1185663634120597,-1444.6727173432503,-1965.8410295114381,-11.85663634120597
text,text_pipeline_1781071569367,mapper-heavy,1000,text_pipeline_1781071569367_10000,10000,160,16,38.453,81.46523237228394,317.589,441.58159041404724,279.13599999999997,403.12859041404727,43.01223237228393,7.259147530751825,10.483670725666325,1.1185663634120597,-625.9147530751825,-948.3670725666325,-11.85663634120597
text,text_pipeline_1781071569512,mixed,100,text_pipeline_1781071569512_10000,10000,2000,20,50.555,73.30553543567657,2758.175,3156.912484526634,2707.6200000000003,3106.3574845266344,22.750535435676575,53.55790722974979,61.445108980845305,0.450015536261034,-5255.790722974979,-6044.510898084531,54.9984463738966
text,text_pipeline_1781071569512,mixed,200,text_pipeline_1781071569512_10000,10000,1000,20,50.555,73.30553543567657,1379.492,1671.579214334488,1328.937,1621.0242143344879,22.750535435676575,26.286954801701114,32.06456758647983,0.450015536261034,-2528.6954801701113,-3106.4567586479834,54.9984463738966
text,text_pipeline_1781071569512,mixed,500,text_pipeline_1781071569512_10000,10000,400,20,50.555,73.30553543567657,567.945,697.2266993522644,517.3900000000001,646.6716993522645,22.750535435676575,10.234200375828308,12.791448904208574,0.450015536261034,-923.4200375828309,-1179.1448904208573,54.9984463738966
text,text_pipeline_1781071569512,mixed,1000,text_pipeline_1781071569512_10000,10000,200,20,50.555,73.30553543567657,296.036,365.1066617965698,245.481,314.5516617965698,22.750535435676575,4.855721491444961,6.2219693758593575,0.450015536261034,-385.5721491444961,-522.1969375859358,54.9984463738966
text,text_pipeline_1781071569701,filter-heavy,100,text_pipeline_1781071569701_10000,10000,2300,23,56.175,105.77400124073029,4846.589,4791.254880070686,4790.414,4735.079880070686,49.59900124073029,85.27661771250557,84.29158665012348,0.8829372717530982,-8427.661771250558,-8329.158665012348,11.706272824690174
text,text_pipeline_1781071569701,filter-heavy,200,text_pipeline_1781071569701_10000,10000,1150,23,56.175,105.77400124073029,2477.788,2575.911192178726,2421.613,2519.736192178726,49.59900124073029,43.108375611927016,44.85511690571831,0.8829372717530982,-4210.837561192701,-4385.511690571831,11.706272824690174
text,text_pipeline_1781071569701,filter-heavy,500,text_pipeline_1781071569701_10000,10000,460,23,56.175,105.77400124073029,994.977,1097.0114600658417,938.802,1040.8364600658417,49.59900124073029,16.712096128170895,18.528463908604216,0.8829372717530982,-1571.2096128170895,-1752.8463908604217,11.706272824690174
text,text_pipeline_1781071569701,filter-heavy,1000,text_pipeline_1781071569701_10000,10000,230,23,56.175,105.77400124073029,493.17,583.9753468036652,436.995,527.8003468036652,49.59900124073029,7.77917222963952,9.39564480291349,0.8829372717530982,-677.917222963952,-839.5644802913489,11.706272824690174
